calories,carbs,fat,name,resturant
560,54,23,Ultimate Club,charleys-grilled-subs
598,57,32,Ultimate Fries,charleys-grilled-subs
358.5,13,24,Veggie Omelet,charleys-grilled-subs
520.5,13,25,Western Omelet,charleys-grilled-subs
5,0,0,100% Colombian Coffee,chick-fil-a
460,43,24,"Bacon, Egg & Cheese Biscuit",chick-fil-a
780,131,24,Banana Pudding Milkshake,chick-fil-a
260,40,12,Carrot & Raisin Salad,chick-fil-a
220,22,6,Chargrilled & Fruit Salad,chick-fil-a
410,37,12,Chargrilled Chicken Club Sandwich,chick-fil-a
410,50,12,Chargrilled Chicken Cool Wrap,chick-fil-a
180,11,6,Chargrilled Chicken Garden Salad,chick-fil-a
290,36,4,Chargrilled Chicken Sandwich,chick-fil-a
370,41,14,Chick-fil-A Chick-n-Minis™,chick-fil-a
310,22,23,Chick-fil-A® Cheesecake,chick-fil-a
440,47,20,Chick-fil-A® Chicken Biscuit,chick-fil-a
20,6,0,Chick-fil-A® Diet Lemonade,chick-fil-a
360,58,13,Chick-fil-A® Lemon Pie,chick-fil-a
230,61,0,Chick-fil-A® Lemonade,chick-fil-a
450,50,20,Chick-fil-A® Spicy Chicken Biscuit,chick-fil-a
360,17,17,Chick-n-Strips,chick-fil-a
460,26,22,Chick-n-Strips Salad,chick-fil-a
450,43,20,Chicken Breakfast Burrito,chick-fil-a
460,47,15,Chicken Caesar Cool Wrap,chick-fil-a
350,9,22,Chicken Salad Cup,chick-fil-a
490,55,19,Chicken Salad Sandwich,chick-fil-a
430,38,17,Chicken Sandwich,chick-fil-a
230,26,5,Chicken Tortilla Soup,chick-fil-a
490,49,20,"Chicken, Egg & Cheese on Sunflower Multigrain Bagel",chick-fil-a
600,90,23,Chocolate Milkshake,chick-fil-a
25,7,0,Cinnamon Brown Sugar,chick-fil-a
430,63,17,Cinnamon Cluster,chick-fil-a
360,19,31,Cole Slaw,chick-fil-a
570,81,26,Cookies & Cream Milkshake,chick-fil-a
490,41,22,Deluxe Chicken Sandwich,chick-fil-a
70,17,0,Fruit Cup,chick-fil-a
390,53,18,Fudge Brownie,chick-fil-a
270,25,18,Hash Browns,chick-fil-a
140,19,4,Hearty Breast of Chicken Soup,chick-fil-a
130,32,0,Iced Tea – Sweetened,chick-fil-a
0,0,0,Iced Tea – Unsweetened,chick-fil-a
290,50,7,Icedream®,chick-fil-a
45,12,0,Mixed Fruit Blend,chick-fil-a
280,44,11,Multigrain Oatmeal,chick-fil-a
400,17,18,Nuggets,chick-fil-a
310,41,14,Plain Biscuit,chick-fil-a
80,3,8,Roasted Nut Topping,chick-fil-a
510,40,29,Sausage Breakfast Burrito,chick-fil-a
680,43,47,"Sausage, Egg, and Cheese Biscuit",chick-fil-a
70,5,4.5,Side Salad,chick-fil-a
240,18,9,Southwest Chargrilled Salad,chick-fil-a
410,48,12,Spicy Chicken Cool Wrap,chick-fil-a
480,44,20,Spicy Chicken Sandwich,chick-fil-a
570,46,27,Spicy Chicken Sandwich Deluxe,chick-fil-a
610,93,23,Strawberry Milkshake,chick-fil-a
550,75,23,Vanilla Milkshake,chick-fil-a
390,47,21,Waffle Potato Fries,chick-fil-a
230,44,3,Yogurt Parfait,chick-fil-a
240,47,4.5,Yogurt Parfait with Chocolate Cookie Crumbs,chick-fil-a
290,53,6,Yogurt Parfait with Granola,chick-fil-a
110,7,6,Add Fried Shrimp to any Entrée,chilis
220,15,12,Add Fried Shrimp to any Entrée,chilis
290,48,7,Add Rice and Black Beans,chilis
80,2,4,Add Spicy Garlic & Lime Shrimp to any Entrée,chilis
150,4,8,Add Spicy Garlic & Lime Shrimp to any Entrée,chilis
90,0,7,Applewood Smoked Bacon,chilis
1570,138,90,Avocado Burger on Wheat Bun w/ fries,chilis
80,4,7,Avocado Slices,chilis
1650,96,107,Bacon Ranch Chicken Quesadilla,chilis
1070,78,67,Bacon Ranch Chicken Quesadilla w/ Fries,chilis
1680,98,111,Bacon Ranch Steak Quesadilla,chilis
1670,172,85,BBQ Pulled Pork Sandwich on White Bun with fries,chilis
50,12,0,BBQ Sauce (Original),chilis
390,27,14,Beef Fajitas – w/o Tortillas and Condiments,chilis
970,80,58,Big Mouth Burger Bites w/ Fries,chilis
2120,163,133,Big Mouth® Bites w/ Ranch with fries,chilis
200,25,2,Black Bean Patty Only,chilis
100,18,1,Black Beans,chilis
990,48,68,Boneless Buffalo Chicken Salad,chilis
1490,94,88,Boneless Buffalo Wings w/ Bleu Cheese,chilis
1020,125,51,Bottomless Tostada Chips w/ Salsa,chilis
230,16,15,Broccoli Cheese Soup,chilis
110,8,7,Broccoli Cheese Soup,chilis
1290,195,61,Brownie Sundae,chilis
1410,143,68,Buffalo Chicken Ranch Sandwich on White Bun with fries,chilis
1500,124,76,Cajun Pasta w/ Grilled Chicken,chilis
870,71,44,Cajun Pasta w/ Grilled Chicken (Lunch Combo),chilis
1480,125,81,Cajun Pasta w/ Grilled Shrimp,chilis
740,73,38,California Club Sandwich w/ Fries,chilis
1490,147,76,California Club Sandwich w/ fries,chilis
610,65,25,Caribbean Salad w/ Grilled Chicken,chilis
620,66,31,Caribbean Salad w/ Grilled Shrimp,chilis
70,1,6,"Cheese, American",chilis
80,0,7,"Cheese, Cheddar",chilis
80,0,6,"Cheese, Provolone",chilis
80,1,6,"Cheese, Swiss",chilis
710,68,42,Cheesecake,chilis
200,21,7,Chicken & Green Chile Soup,chilis
100,11,4,Chicken & Green Chile Soup,chilis
650,26,44,Chicken Caesar Salad,chilis
1260,120,60,Chicken Club Tacos,chilis
1350,129,68,Chicken Crispers® w/ Honey Mustard,chilis
400,23,25,Chicken Enchilada,chilis
400,23,25,Chicken Enchilada Soup,chilis
200,11,13,Chicken Enchilada Soup,chilis
360,24,10,Chicken Fajitas – w/o Tortillas and Condiments,chilis
360,17,20,Chili’s Terlingua Chili w/ Toppings,chilis
180,9,10,Chili’s Terlingua Chili w/ Toppings,chilis
1250,163,64,Chocolate Chip Paradise Pie,chilis
280,48,11,Cinnamon Apples,chilis
1570,125,91,Classic Bacon Burger w/ fries,chilis
1440,81,97,Classic Nachos (12),chilis
980,55,67,Classic Nachos (8),chilis
1720,86,108,Classic Nachos – Beef (12),chilis
1170,59,74,Classic Nachos – Beef (8),chilis
1670,83,103,Classic Nachos – Chicken (12),chilis
1140,57,71,Classic Nachos – Chicken (8),chilis
1010,59,60,Classic Sirloin,chilis
360,7,18,Classic Sirloin (Lunch Combo),chilis
1340,138,64,Classic Turkey Sandwich w/ fries,chilis
690,69,34,Classic Turkey Sandwich w/ Fries (Lunch Combo),chilis
710,22,52,Cobb Salad,chilis
240,15,20,Cole Slaw,chilis
1270,120,71,Country-Fried Steak,chilis
1210,125,57,Crispy Chicken Crispers® No Dressing,chilis
1630,171,78,Crispy Chicken Tacos,chilis
1660,196,76,Crispy Honey-Chipotle Chicken Crispers® w/ Ranch,chilis
1050,71,81,Crispy Onion String & Jalapeno Stack w/ Ranch,chilis
1500,174,68,Crispy Shrimp Tacos,chilis
190,3,19,"Dressing, Ancho Chile Ranch",chilis
140,3,14,"Dressing, Avocado Ranch",chilis
240,1,26,"Dressing, Bleu Cheese",chilis
250,6,25,"Dressing, Citrus Balsamic Vinaigrette",chilis
200,13,17,"Dressing, Honey Lime",chilis
200,1,22,"Dressing, Honey Mustard",chilis
70,11,0,"Dressing, Honey Mustard No Fat",chilis
80,9,5,"Dressing, Low Fat Ranch",chilis
180,2,19,"Dressing, Ranch",chilis
730,70,38,Fajita Chicken Sandwich w/ Fries,chilis
530,30,20,Fajita Trio – w/o Tortillas and Condiments,chilis
1400,151,84,Fire-Grilled Corn Guacamole w/ Chips,chilis
1570,57,116,Flame-Grilled Ribeye,chilis
660,54,35,Fried Cheese w/ Marinara Sauce,chilis
270,25,12,Fried Shrimp w/ Cocktail Sauce,chilis
990,108,52,Fried Shrimp w/ Cocktail Sauce,chilis
690,92,33,Frosty Chocolate Shake,chilis
370,20,9,GG Classic Sirloin,chilis
610,78,13,GG Grilled Chicken Sandwich w/ Steamed Broccoli & fries,chilis
480,37,17,GG Salmon w/ Garlic & Herbs,chilis
680,80,25,GG Santa Fe Chicken Wrap w/ Steamed Broccoli & fries,chilis
30,4,2,"Gravy, Black Pepper",chilis
1280,121,63,Grilled Chicken Sandwich on White Bun w/ fries,chilis
1360,137,71,Grilled Ham & Swiss Sandwich w/ fries,chilis
680,68,36,Grilled Ham & Swiss Sandwich w/ Fries (Lunch Combo),chilis
310,1,15,Grilled Salmon w/ Garlic & Herbs,chilis
580,38,28,Grilled Salmon w/ Garlic & Herbs,chilis
45,3,4,Guacamole,chilis
760,14,49,Half Rack of Baby Back Ribs,chilis
380,61,13,Homestyle Fries,chilis
140,34,0,Honey Chipotle Sauce,chilis
1610,139,103,Hot Spinach & Artichoke Dip w/ Chips,chilis
180,15,11,House Salad No Dressing,chilis
2210,136,144,Jalapeno Smokehouse Burger w/ Ranch with fries,chilis
210,11,15,Loaded Baked Potato Soup,chilis
410,22,30,Loaded Baked Potato Soup,chilis
390,28,25,Loaded Mashed Potatoes,chilis
90,7,5,Lunch House Salad No Dressing,chilis
550,62,14,Margarita Grilled Chicken,chilis
260,15,7,Margarita Grilled Chicken (Lunch Combo),chilis
280,31,15,Mashed Potatoes w/ Black Pepper Gravy,chilis
1990,137,111,Memphis Dry Rub Ribs,chilis
1080,82,57,Memphis Dry Rub Ribs (1/2 rack),chilis
1020,144,46,Molten Chocolate Cake,chilis
890,51,48,Monterey Chicken®,chilis
530,13,27,Monterey Chicken® (Lunch Combo),chilis
1540,126,88,Mushroom-Swiss Burger w/ fries,chilis
1310,128,65,Oldtimer® Burger w/ fries,chilis
2170,137,123,Original Ribs,chilis
1140,75,63,Original Ribs (1/2 rack),chilis
430,12,33,Over-The-Top Cobb Salad w/ Avocado Ranch,chilis
570,67,24,Pepper Pals® Cheese Pizza,chilis
470,42,24,Pepper Pals® Cheese Quesadilla,chilis
460,61,22,Pepper Pals® Chocolate Shake,chilis
270,31,14,Pepper Pals® Corn Dog,chilis
380,19,22,Pepper Pals® Crispy Chicken Crispers,chilis
530,30,42,Pepper Pals® Grilled Cheese Sandwich,chilis
160,2,4,Pepper Pals® Grilled Chicken Platter,chilis
230,21,5,Pepper Pals® Grilled Chicken Sandwich,chilis
340,21,15,Pepper Pals® Little Chicken Crispers,chilis
330,23,18,Pepper Pals® Little Mouth Burger,chilis
400,24,24,Pepper Pals® Little Mouth Cheeseburger,chilis
500,69,18,Pepper Pals® Macaroni & Cheese Kraft,chilis
80,10,5,Pepper Pals® Side Celery Sticks w/ Ranch,chilis
280,48,11,Pepper Pals® Side Cinnamon Apples,chilis
150,32,2,Pepper Pals® Side Corn Cob w/o Butter,chilis
190,30,7,Pepper Pals® Side Homestyle Fries,chilis
130,22,2,Pepper Pals® Side Kernel Corn,chilis
35,8,0,Pepper Pals® Side Mandarin Oranges,chilis
120,14,7,Pepper Pals® Side Mashed Potatoes – w/o Gravy,chilis
35,9,0,Pepper Pals® Side Pineapple,chilis
190,30,7,Pepper Pals® Side Rice,chilis
130,14,8,Pepper Pals® Side Salad w/ Low Fat Ranch,chilis
30,6,0,Pepper Pals® Side Steamed Broccoli,chilis
1400,90,89,Quesadilla Explosion Salad,chilis
480,6,50,Ranch Only as served w/ Chips,chilis
190,30,7,Rice,chilis
50,8,0,Salsa Only as served w/ Chips,chilis
1320,126,73,Santa Fe Chicken Wrap w/ Ancho-Chile Ranch & fries,chilis
1680,166,87,Shiner Bock® BBQ Burger w/ fries,chilis
2310,168,123,Shiner Bock® BBQ Ribs,chilis
1200,91,63,Shiner Bock® BBQ Ribs (1/2 rack),chilis
1710,147,101,Skillet Queso w/ Chips,chilis
60,2,6,Sour Cream,chilis
2290,163,139,Southern Smokehouse Burger w/ Ancho Chile BBQ & fries,chilis
630,68,33,Southwestern BLT Sandwich w/ Fries,chilis
780,81,41,Southwestern Eggrolls w/ Avocado Ranch,chilis
150,4,8,Spicy Garlic & Lime Grilled Shrimp,chilis
1010,115,45,Steakhouse Sandwich w/ fries,chilis
80,6,6,Steamed Broccoli,chilis
450,31,36,Sweet Corn,chilis
230,16,18,Sweet Corn,chilis
200,32,7,Sweet Corn on the Cob w/ Butter,chilis
1350,72,94,Texas Cheese Fries -1/2 order w/ Chili & Ranch,chilis
1260,67,89,Texas Cheese Fries -1/2 order w/ Ranch,chilis
2120,117,144,Texas Cheese Fries w/ Chili & Ranch,chilis
1960,109,136,Texas Cheese Fries w/ Ranch,chilis
850,51,58,Triple Dipper™ Big Mouth® Bites w/ Ranch,chilis
810,43,54,Triple Dipper™ Boneless Buffalo Wings w/ Bleu Cheese,chilis
340,21,15,Triple Dipper™ Chicken Crispers® No Dressing,chilis
390,33,21,Triple Dipper™ Fried Cheese w/ Marinara Sauce,chilis
1290,128,77,Triple Dipper™ Hot Spinach & Artichoke Dip w/ Chips,chilis
560,54,32,Triple Dipper™ Southwestern Eggrolls w/ Avocado Ranch,chilis
480,5,41,Triple Dipper™ Wings Over Buffalo® w/ Bleu Cheese,chilis
360,62,9,"Wheat Bun, Plain",chilis
690,7,53,Wings Over Buffalo® w/ Bleu Cheese,chilis
170,2,7,Barbacoa,chipotle-mexican-grill
60,1,2.5,Barbacoa,chipotle-mexican-grill
120,23,1,Black Beans,chipotle-mexican-grill
80,14,0.5,Black Beans (side),chipotle-mexican-grill
40,8,0.5,Black Beans (taco),chipotle-mexican-grill
190,1,8,Carnitas,chipotle-mexican-grill
60,0,2.5,Carnitas,chipotle-mexican-grill
100,0,8.5,Cheese,chipotle-mexican-grill
100,0,8.5,Cheese (small quesadilla),chipotle-mexican-grill
35,0,3,Cheese (taco),chipotle-mexican-grill
190,1,6.5,Chicken,chipotle-mexican-grill
60,0,2,Chicken,chipotle-mexican-grill
570,73,27,Chips,chipotle-mexican-grill
140,18,7,Chips,chipotle-mexican-grill
130,23,3,Cilantro-Lime Rice,chipotle-mexican-grill
110,19,2.5,Cilantro-Lime Rice (side),chipotle-mexican-grill
40,8,1,Cilantro-Lime Rice (taco),chipotle-mexican-grill
60,9,2,Crispy Taco Shell,chipotle-mexican-grill
60,9,2,Crispy Taco Shell,chipotle-mexican-grill
20,4,0.5,Fajita Vegetables,chipotle-mexican-grill
5,1,0,Fajita Vegetables,chipotle-mexican-grill
290,44,9,Flour Tortilla (burrito),chipotle-mexican-grill
90,13,2.5,Flour Tortilla (taco),chipotle-mexican-grill
90,13,2.5,Flour Tortilla (taco),chipotle-mexican-grill
20,4,0,Fresh Tomato Salsa,chipotle-mexican-grill
5,1,0,Fresh Tomato Salsa,chipotle-mexican-grill
15,3,0,Green Tomatillo Salsa,chipotle-mexican-grill
5,1,0,Green Tomatillo Salsa,chipotle-mexican-grill
150,8,13,Guacamole,chipotle-mexican-grill
50,3,4.5,Guacamole,chipotle-mexican-grill
120,22,1,Pinto Beans,chipotle-mexican-grill
80,14,0.5,Pinto Beans (side),chipotle-mexican-grill
40,7,0.5,Pinto Beans (taco),chipotle-mexican-grill
40,8,1,Red Tomatillo Salsa,chipotle-mexican-grill
15,3,0.5,Red Tomatillo Salsa,chipotle-mexican-grill
80,15,1.5,Roasted Chili – Corn Salsa,chipotle-mexican-grill
25,5,0.5,Roasted Chili – Corn Salsa,chipotle-mexican-grill
10,2,0,Romaine Lettuce (salad),chipotle-mexican-grill
5,1,0,Romaine Lettuce (taco),chipotle-mexican-grill
5,1,0,Romaine Lettuce (tacos),chipotle-mexican-grill
60,13,0.5,Soft Corn Tortilla,chipotle-mexican-grill
60,13,0.5,Soft Corn Tortilla,chipotle-mexican-grill
120,2,10,Sour Cream,chipotle-mexican-grill
40,1,3.5,Sour Cream,chipotle-mexican-grill
190,2,6.5,Steak,chipotle-mexican-grill
60,1,2,Steak,chipotle-mexican-grill
260,12,24.5,Vinaigrette,chipotle-mexican-grill
220,35,8,Apple Pie,churchs
95,18,5,Boneless Wing – with Sauce,churchs
80,15,5,Boneless Wing – without Sauce,churchs
130,16,7,Cajun Rice,churchs
470,36,28,Chicken Fried Steak,churchs
500,48,26,Chicken Sandwich with Cheese,churchs
150,15,10,Cole Slaw,churchs
35,7,0,Collard Greens,churchs
140,24,3,Corn,churchs
740,63,38,Double Chicken N Cheese Sandwich,churchs
190,14,10,Fish Fillet (1),churchs
140,19,6,French Fries,churchs
35,7,0,Green Beans,churchs
240,28,12,Honey-Butter Biscuit,churchs
160,20,8,Jalapeño Cheese Bombers® (4),churchs
5,1,0,Jalapeño Pepper,churchs
840,54,42,Livers (6),churchs
190,24,7,Macaroni & Cheese,churchs
110,21,2,Mashed Potatoes & Gravy,churchs
160,13,7,Nuggets (5),churchs
170,17,11,Okra,churchs
200,3,11,Original Breast,churchs
360,35,18,Original Chicken Sandwich,churchs
110,3,6,Original Leg,churchs
330,8,23,Original Thigh,churchs
300,7,18,Original Wing,churchs
140,37,12,Red Beans & Rice,churchs
280,24,12,Shrimp (8),churchs
450,50,16,Southern Style Chicken Sandwich,churchs
320,12,20,Spicy Breast,churchs
360,35,18,Spicy Chicken Sandwich,churchs
180,8,11,Spicy Leg,churchs
550,50,27,Spicy Southern Style Chicken Sandwich,churchs
140,7,7,Spicy Tender Strips™,churchs
480,20,35,Spicy Thigh,churchs
430,17,27,Spicy Wing,churchs
500,95,14,Strawberry Shortcake,churchs
250,30,12,Sweet Corn Nuggets (8),churchs
360,90,0,Sweet Tea – Large,churchs
270,68,0,Sweet Tea – Medium,churchs
190,48,0,Sweet Tea – Small,churchs
120,6,6,Tender Strips™,churchs
0,0,0,Unsweet Tea – Large,churchs
0,0,0,Unsweet Tea – Medium,churchs
0,0,0,Unsweet Tea – Small,churchs
330,72,2,"8-Grain Bagel – LF, VG",corner-bakery-cafe
5,0,0,Add Spread – Country Dijon Mustard (Combo),corner-bakery-cafe
40,1,4,Add Spread – Mayo (Combo),corner-bakery-cafe
190,2,11,All American Scrambler (with Bacon) – G (Egg Whites),corner-bakery-cafe
350,3,27,All American Scrambler (with Bacon) – G (Whole Eggs),corner-bakery-cafe
190,6,3,All American Scrambler (with Sausage) (Egg Whites),corner-bakery-cafe
350,7,20,All American Scrambler (with Sausage) (Whole Eggs),corner-bakery-cafe
470,470,470,Anaheim Panini (Egg Whites),corner-bakery-cafe
550,39,32,Anaheim Panini (Whole Eggs),corner-bakery-cafe
410,8,29,Anaheim Scrambler – G (Egg Whites),corner-bakery-cafe
580,10,46,Anaheim Scrambler – G (Whole Eggs),corner-bakery-cafe
240,23,15,Apricot Walnut Rugalach – V,corner-bakery-cafe
140,12,8,Asian Edamame Salad – V (Side),corner-bakery-cafe
90,8,5,Asian Edamame Salad – V (Trio),corner-bakery-cafe
270,33,8,Asian Wonton Salad (Café & Combo),corner-bakery-cafe
530,63,16,Asian Wonton Salad (Entrée),corner-bakery-cafe
280,4,20,Avocado Wedge – VG (Side),corner-bakery-cafe
150,2,10,Avocado Wedge – VG (Trio),corner-bakery-cafe
30,7,0,"Baby Carrots – LF, VG, G",corner-bakery-cafe
110,110,110,"Bacon, 3-slices – G",corner-bakery-cafe
850,138,28,Baked French Toast – V,corner-bakery-cafe
1030,154,39,Baked French Toast w/Bacon & Fresh Fruit,corner-bakery-cafe
1040,140,39,Baked French Toast w/Bacon & Scrambled Eggs (Egg Whites),corner-bakery-cafe
1200,141,55,Baked French Toast w/Bacon & Scrambled Eggs (Whole Eggs),corner-bakery-cafe
1030,158,31,Baked French Toast w/Sausage & Fresh Fruit,corner-bakery-cafe
1040,144,31,Baked French Toast w/Sausage & Scrambled Eggs (Egg Whites),corner-bakery-cafe
1200,145,48,Baked French Toast w/Sausage & Scrambled Eggs (Whole Eggs),corner-bakery-cafe
150,15,9,"Bakery Chips – VG, G",corner-bakery-cafe
110,27,0,Banana – Whole (Kids’ Menu) – G,corner-bakery-cafe
620,81,30,Banana Baby Bundt Cake – V,corner-bakery-cafe
530,67,26,Banana Muffin – V,corner-bakery-cafe
590,44,28,Big Al’s Chili w/Cheddar Cheese (bowl),corner-bakery-cafe
390,29,18,Big Al’s Chili w/Cheddar Cheese (cup),corner-bakery-cafe
340,73,2,"Blueberry Bagel – LF, VG",corner-bakery-cafe
510,70,22,Blueberry Muffin – V,corner-bakery-cafe
140,140,140,"Breakfast Potatoes – VG, G",corner-bakery-cafe
330,46,13,Brioche Flatbread (slice),corner-bakery-cafe
1320,160,51,Brioche Flatbread (whole),corner-bakery-cafe
230,8,20,Caesar Salad,corner-bakery-cafe
360,12,31,Caesar Salad (Café & Combo),corner-bakery-cafe
710,21,63,Caesar Salad (Entrée),corner-bakery-cafe
230,8,20,Caesar Salad (side & trio portion),corner-bakery-cafe
420,13,32,Caesar Salad w/Roasted Chicken (Café & Combo),corner-bakery-cafe
820,23,65,Caesar Salad w/Roasted Chicken (Entrée),corner-bakery-cafe
305,32,13,California Grille – V (Combo),corner-bakery-cafe
610,64,26,California Grille – V (Whole),corner-bakery-cafe
60,9,0,Cappuccino – Nonfat,corner-bakery-cafe
90,12,0,Cappuccino – Nonfat,corner-bakery-cafe
120,17,0,Cappuccino – Nonfat,corner-bakery-cafe
100,8,5,Cappuccino – Whole,corner-bakery-cafe
140,11,7,Cappuccino – Whole,corner-bakery-cafe
190,15,10,Cappuccino – Whole,corner-bakery-cafe
320,63,2,Caramel Latte – Nonfat,corner-bakery-cafe
410,84,2,Caramel Latte – Nonfat,corner-bakery-cafe
540,111,2.5,Caramel Latte – Nonfat,corner-bakery-cafe
380,61,11,Caramel Latte – Whole,corner-bakery-cafe
490,81,13,Caramel Latte – Whole,corner-bakery-cafe
650,108,17,Caramel Latte – Whole,corner-bakery-cafe
125,17,0,Chai Latte – Nonfat,corner-bakery-cafe
170,23,0,Chai Latte – Nonfat,corner-bakery-cafe
210,29,0,Chai Latte – Nonfat,corner-bakery-cafe
200,15,11,Chai Latte – Whole,corner-bakery-cafe
270,20,15,Chai Latte – Whole,corner-bakery-cafe
340,25,18,Chai Latte – Whole,corner-bakery-cafe
190,10,14,Cheddar Broccoli,corner-bakery-cafe
550,28,41,Cheddar Broccoli  (bowl),corner-bakery-cafe
370,19,28,Cheddar Broccoli  (cup),corner-bakery-cafe
460,460,460,Chicken Apple Sausage Panini (Egg Whites),corner-bakery-cafe
540,38,24,Chicken Apple Sausage Panini (Whole Eggs),corner-bakery-cafe
110,110,110,"Chicken Apple Sausage, 2-patties",corner-bakery-cafe
680,62,33,Chicken Carbonara – (Combo),corner-bakery-cafe
340,37,12,Chicken Carbonara – (Combo),corner-bakery-cafe
1190,99,62,Chicken Carbonara – (Entrée),corner-bakery-cafe
680,74,24,Chicken Carbonara – (Whole),corner-bakery-cafe
370,35,14,Chicken Pomodori (Combo),corner-bakery-cafe
740,70,28,Chicken Pomodori (Whole),corner-bakery-cafe
580,70,30,Chocolate Baby Bundt Cake – V,corner-bakery-cafe
300,46,113,Chocolate Chip Cookie – V,corner-bakery-cafe
530,62,28,Chocolate Muffin – V,corner-bakery-cafe
760,84,44,Chocolate Turtle Baby Bundt Cake – V,corner-bakery-cafe
400,18,28,Chopped Salad – G (Café & Combo),corner-bakery-cafe
790,33,57,Chopped Salad – G (Entrée),corner-bakery-cafe
360,65,6,Ciabatta Ficelle – V,corner-bakery-cafe
770,108,34,Cinnamon Creme Cake – Slice (12 slices/cake) – V,corner-bakery-cafe
650,90,30,Cinnamon Crumb Muffin – V,corner-bakery-cafe
250,24,16,Cinnamon Pecan Rugalach – V,corner-bakery-cafe
220,32,7,Cinnamon Raisin – V (slice),corner-bakery-cafe
2540,389,87,Cinnamon Raisin – V (whole),corner-bakery-cafe
330,72,2,"Cinnamon Raisin Bagel – LF, VG",corner-bakery-cafe
650,96,24,Cinnamon Roll – V,corner-bakery-cafe
380,39,18,Corned Beef Reuben (Combo),corner-bakery-cafe
760,78,37,Corned Beef Reuben (Whole),corner-bakery-cafe
365,36,15,Corner Club (Combo),corner-bakery-cafe
730,71,31,Corner Club (Whole),corner-bakery-cafe
80,16,0,Country Boule – VG (slice),corner-bakery-cafe
1040,213,3,Country Boule – VG (whole),corner-bakery-cafe
-,-,-,Country Bread Boule – Bowl Option  (bowl),corner-bakery-cafe
1040,213,3,Country Bread Boule – Bowl Option  (cup),corner-bakery-cafe
170,33,1,Country Large Oblong – VG (slice),corner-bakery-cafe
4220,862,16,Country Large Oblong – VG (whole),corner-bakery-cafe
110,22,0,Country Small Oblong – VG (slice),corner-bakery-cafe
2600,532,8,Country Small Oblong – VG (whole),corner-bakery-cafe
590,53,37,Cream Cheese Brownie – V,corner-bakery-cafe
340,39,16,Croissant – V,corner-bakery-cafe
360,22,21,D.C. Chicken Salad – G (Side),corner-bakery-cafe
240,15,14,D.C. Chicken Salad – G (Trio),corner-bakery-cafe
310,40,11,D.C. Chicken Salad on Steakhouse Rye Bread – (Combo),corner-bakery-cafe
620,79,21,D.C. Chicken Salad on Steakhouse Rye Bread – (Whole),corner-bakery-cafe
340,5,27,"Egg Salad – V, G (Side)",corner-bakery-cafe
230,3,19,"Egg Salad – V, G (Trio)",corner-bakery-cafe
330,69,2.5,"Everything Bagel – LF, VG",corner-bakery-cafe
250,12,11,"Farmer’s Scrambler – V, G (Egg Whites)",corner-bakery-cafe
410,13,27,"Farmer’s Scrambler – V, G (Whole Eggs)",corner-bakery-cafe
110,19,1.5,Focaccia Loaf – VG (slice),corner-bakery-cafe
1040,190,15,Focaccia Loaf – VG (whole),corner-bakery-cafe
110,19,1.5,"Focaccia Roll – LF, VG",corner-bakery-cafe
350,91,0,Frozen Mango Lemonade – VG,corner-bakery-cafe
700,182,0,Frozen Mango Lemonade – VG,corner-bakery-cafe
320,83,0,Frozen Mango Pomegranate Swirl – VG,corner-bakery-cafe
640,166,0,Frozen Mango Pomegranate Swirl – VG,corner-bakery-cafe
290,75,0,Frozen Pomegranate Lemonade – VG,corner-bakery-cafe
580,150,0,Frozen Pomegranate Lemonade – VG,corner-bakery-cafe
590,86,28,Fudge Brownie,corner-bakery-cafe
110,16,4,Garlic Bread (Pasta Entrées Only) – V,corner-bakery-cafe
40,11,0,Grapes – Small Bunch (Kids’ Menu) – G,corner-bakery-cafe
90,9,4.5,"Greek Vegetable Salad – V, G (Side)",corner-bakery-cafe
60,6,3,"Greek Vegetable Salad – V, G (Trio)",corner-bakery-cafe
370,36,13,Green Chile & Chicken (Combo),corner-bakery-cafe
740,72,27,Green Chile & Chicken (Whole),corner-bakery-cafe
290,21,17,Grilled Cheese Sandwich – V (Combo),corner-bakery-cafe
540,42,30,Grilled Cheese Sandwich – V (Whole),corner-bakery-cafe
340,35,11,Grilled Ham & Swiss (Combo),corner-bakery-cafe
680,70,22,Grilled Ham & Swiss (Whole),corner-bakery-cafe
320,37,14,Half Moon Cheese Ravioli – V,corner-bakery-cafe
330,37,13,Half Moon Cheese Ravioli – V (Combo),corner-bakery-cafe
640,73,26,Half Moon Cheese Ravioli – V (Entrée),corner-bakery-cafe
410,410,410,Ham & Swiss Panini (Egg Whites),corner-bakery-cafe
490,490,490,Ham & Swiss Panini (Whole Eggs),corner-bakery-cafe
340,43,10,Ham on Pretzel Bread – LF (Combo),corner-bakery-cafe
680,85,20,Ham on Pretzel Bread – LF (Whole),corner-bakery-cafe
165,21,4.5,Ham Sandwich – LF (Combo),corner-bakery-cafe
330,42,9,Ham Sandwich – LF (Whole),corner-bakery-cafe
205,30,3.5,Ham Sandwich on Harvest Bread – LF (Combo),corner-bakery-cafe
410,60,7,Ham Sandwich on Harvest Bread – LF (Whole),corner-bakery-cafe
170,30,2.5,Harvest – VG (slice),corner-bakery-cafe
2080,401,15,Harvest – VG (whole),corner-bakery-cafe
60,10,0.5,"Harvest Crisp – LF, VG",corner-bakery-cafe
430,36,25,Harvest Salad – V (Café & Combo),corner-bakery-cafe
