calories,carbs,fat,name,resturant
750,53,43,"Sausage, Egg & Cheese Sandwich",atlanta-bread-company
190,1,13,Scrambled Eggs,atlanta-bread-company
390,63,9,Sesame Seed Bagel,atlanta-bread-company
410,45,24,Shortbread Cookie,atlanta-bread-company
90,18,0,Sourdough Baguette,atlanta-bread-company
140,28,0,Sourdough Bread,atlanta-bread-company
390,80,1,Sourdough Soup Bowl,atlanta-bread-company
470,5,35,Spanish Omelette,atlanta-bread-company
560,66,30,Sticky Bun,atlanta-bread-company
1100,6,85,Three Cheese Omelette,atlanta-bread-company
460,59,23,Toffee Chocolate Chunk Cookie,atlanta-bread-company
360,3,27,Tomato Bacon Omelette,atlanta-bread-company
290,18,23,Tomato Fennel & Dill,atlanta-bread-company
630,57,33,Tuna Salad On French,atlanta-bread-company
960,62,56,Turkey Bacon Rustica,atlanta-bread-company
710,81,24,Turkey Club Panini,atlanta-bread-company
370,50,6,Turkey On Nine Grain,atlanta-bread-company
180,7,15,Vegetable Cream Cheese,atlanta-bread-company
500,52,25,Veggie On Nine Grain,atlanta-bread-company
270,54,1.5,Wheat Bagel,atlanta-bread-company
470,52,26,White Chocolate Macadamia Nut Cookie,atlanta-bread-company
460,46,22,White Pizza,atlanta-bread-company
260,52,1.5,Whole Grain Bagel,atlanta-bread-company
290,24,15,Wisconsin Cheese,atlanta-bread-company
940,65,54,1 Breast Dinner,bojangles-famous-chicken-n-biscuits
940,65,54,1 Breast Dinner,bojangles-famous-chicken-n-biscuits
5300,327,324,12 piece & 6 biscuit box (serves 5-7),bojangles-famous-chicken-n-biscuits
2230,228,92,12 piece Supremes box (serves 3-5),bojangles-famous-chicken-n-biscuits
1380,77,80,2 Breast Dinner,bojangles-famous-chicken-n-biscuits
1380,77,80,2 Breast Dinner,bojangles-famous-chicken-n-biscuits
1095,75,67,2 piece Dinner (breast & wing),bojangles-famous-chicken-n-biscuits
1095,75,67,2 piece Dinner (breast & wing),bojangles-famous-chicken-n-biscuits
1100,74,69,2 piece Dinner (leg & thigh),bojangles-famous-chicken-n-biscuits
1100,74,69,2 piece Dinner (leg & thigh),bojangles-famous-chicken-n-biscuits
680,69,34,2 Piece Supremes Kids’ Meal,bojangles-famous-chicken-n-biscuits
840,66,54,2 Sausage Biscuits,bojangles-famous-chicken-n-biscuits
8820,545,540,20 piece & 10 biscuit box serves 9-11),bojangles-famous-chicken-n-biscuits
1470,86,95,3 piece Dinner (leg & 2 thighs),bojangles-famous-chicken-n-biscuits
1470,86,95,3 piece Dinner (leg & 2 thighs),bojangles-famous-chicken-n-biscuits
1090,83,67,3 wing Dinner,bojangles-famous-chicken-n-biscuits
1090,83,67,3 wing Dinner,bojangles-famous-chicken-n-biscuits
3534,218,216,8 piece & 4 biscuit box (serves 3-5),bojangles-famous-chicken-n-biscuits
550,35,37,"Bacon, Egg & Cheese",bojangles-famous-chicken-n-biscuits
375,55,15,Bo-Berry Biscuit,bojangles-famous-chicken-n-biscuits
230,24,14,Bo-Tato Rounds,bojangles-famous-chicken-n-biscuits
350,35,22,Bo-Tato Rounds,bojangles-famous-chicken-n-biscuits
580,59,36,Bo-Tato Rounds,bojangles-famous-chicken-n-biscuits
110,20,0,Bojangles Cajun Pintos,bojangles-famous-chicken-n-biscuits
380,70,1,Bojangles Cajun Pintos,bojangles-famous-chicken-n-biscuits
165,24,6,Bojangles’ Dirty Rice,bojangles-famous-chicken-n-biscuits
570,83,20,Bojangles’ Dirty Rice,bojangles-famous-chicken-n-biscuits
440,12,26,Breast,bojangles-famous-chicken-n-biscuits
515,45,28,Cajun Filet Biscuit,bojangles-famous-chicken-n-biscuits
640,44,39,Cajun Filet Club Sandwich,bojangles-famous-chicken-n-biscuits
495,43,27,Cajun Filet Sandwich,bojangles-famous-chicken-n-biscuits
730,62,43,Chicken Leg Kids’ meal,bojangles-famous-chicken-n-biscuits
460,33,18,Chicken Supremes Salad,bojangles-famous-chicken-n-biscuits
270,36,12,Cinnamon Pecan Twist,bojangles-famous-chicken-n-biscuits
0,0,0,Coffee (16oz),bojangles-famous-chicken-n-biscuits
0,0,0,Coffee (22oz),bojangles-famous-chicken-n-biscuits
255,18,20,Cole Slaw,bojangles-famous-chicken-n-biscuits
870,61,68,Cole Slaw,bojangles-famous-chicken-n-biscuits
480,34,29,Country Ham & Egg Biscuit,bojangles-famous-chicken-n-biscuits
355,33,18,Country Ham Biscuit,bojangles-famous-chicken-n-biscuits
515,35,34,Egg & Cheese Biscuit,bojangles-famous-chicken-n-biscuits
190,9,9,Garden Salad,bojangles-famous-chicken-n-biscuits
390,43,20,Gravy Biscuit,bojangles-famous-chicken-n-biscuits
35,7,0,Green Beans,bojangles-famous-chicken-n-biscuits
120,24,0,Green Beans,bojangles-famous-chicken-n-biscuits
520,34,27,Grilled Chicken Club,bojangles-famous-chicken-n-biscuits
305,11,11,Grilled Chicken Salad,bojangles-famous-chicken-n-biscuits
375,33,15,Grilled Chicken Sandwich,bojangles-famous-chicken-n-biscuits
230,9,15,Leg,bojangles-famous-chicken-n-biscuits
735,86,35,Mac ‘N Cheese Kids’ Meal,bojangles-famous-chicken-n-biscuits
240,33,7,Macaroni ‘N Cheese,bojangles-famous-chicken-n-biscuits
911,114,24,Macaroni ‘N Cheese,bojangles-famous-chicken-n-biscuits
150,21,6,Mashed Potatoes ‘N Gravy,bojangles-famous-chicken-n-biscuits
555,77,23,Mashed Potatoes ‘N Gravy,bojangles-famous-chicken-n-biscuits
230,47,2,Picnic Grits,bojangles-famous-chicken-n-biscuits
280,33,14,Plain Biscuit,bojangles-famous-chicken-n-biscuits
280,9,11,Roasted Chicken Bites,bojangles-famous-chicken-n-biscuits
545,34,38,Sausage & Egg Biscuit,bojangles-famous-chicken-n-biscuits
420,33,27,Sausage Biscuit,bojangles-famous-chicken-n-biscuits
215,20,14,Seasoned Fries,bojangles-famous-chicken-n-biscuits
300,27,20,Seasoned Fries,bojangles-famous-chicken-n-biscuits
530,49,35,Seasoned Fries,bojangles-famous-chicken-n-biscuits
555,44,35,Steak Biscuit,bojangles-famous-chicken-n-biscuits
90,8,3,Supreme,bojangles-famous-chicken-n-biscuits
70,18,0,"Sweet Iced Tea (16oz, with ice)",bojangles-famous-chicken-n-biscuits
100,25,0,"Sweet Iced Tea (22oz, with ice)",bojangles-famous-chicken-n-biscuits
150,37,0,"Sweet Iced Tea (32oz, with ice)",bojangles-famous-chicken-n-biscuits
410,48,23,Sweet Potato Pie,bojangles-famous-chicken-n-biscuits
370,12,26,Thigh,bojangles-famous-chicken-n-biscuits
0,0,0,"Unsweetened Iced Tea (16oz, with ice)",bojangles-famous-chicken-n-biscuits
0,0,0,"Unsweetened Iced Tea (22oz, with ice)",bojangles-famous-chicken-n-biscuits
0,0,0,"Unsweetened Iced Tea (32oz, with ice)",bojangles-famous-chicken-n-biscuits
200,10,13,Wing,bojangles-famous-chicken-n-biscuits
587,59,29,1/2 lb Popcorn Shrimp,buffalo-wild-wings
880,88,44,3/4 lb Popcorn Shrimp,buffalo-wild-wings
90,22,0,Asian Zing,buffalo-wild-wings
860,44,57,Bacon Cheddar Burger,buffalo-wild-wings
1347,103,77,Ballpark Sampler,buffalo-wild-wings
900,53,56,Big Jack Daddy Burger,buffalo-wild-wings
770,44,51,Black & Bleu Burger,buffalo-wild-wings
60,2,5,Blazin ®,buffalo-wild-wings
88,3,6,Boneless (each),buffalo-wild-wings
1480,68,98,Boneless Wings &Traditional Wings,buffalo-wild-wings
288,0,20,Boneless Wings (4),buffalo-wild-wings
170,15,11,Breaded Tenders (each),buffalo-wild-wings
908,56,49,Buffalo Chicken Flatbread,buffalo-wild-wings
514,93,9,Buffalo Chips Basket,buffalo-wild-wings
734,95,27,Buffalo Chips Basket with cheese,buffalo-wild-wings
257,47,5,Buffalo Chips Regular,buffalo-wild-wings
257,47,5,Buffalo Chips Regular,buffalo-wild-wings
367,48,14,Buffalo Chips Regular with cheese,buffalo-wild-wings
800,60,49,Buffalo Ranch Chicken Sandwich,buffalo-wild-wings
1020,97,59,Buffalo Ranch Chicken Wrap,buffalo-wild-wings
80,12,3,Caribbean Jerk,buffalo-wild-wings
780,44,51,Cheeseburger,buffalo-wild-wings
1559,98,92,Cheeseburger Slammers,buffalo-wild-wings
490,10,27,Chicken Caesar Salad,buffalo-wild-wings
560,68,15,Chicken Caesar Wrap,buffalo-wild-wings
800,70,35,Chicken Quesadilla,buffalo-wild-wings
990,74,68,Chicken Tender Salad,buffalo-wild-wings
1040,125,46,Chicken Tender Wrap,buffalo-wild-wings
1120,110,62,Chicken Tenders & Popcorn Shrimp,buffalo-wild-wings
510,44,32,Chicken Tenders (3),buffalo-wild-wings
920,100,48,Chili Con Queso Dip,buffalo-wild-wings
880,49,57,Chili Queso Burger,buffalo-wild-wings
500,46,30,Chips & Salsa,buffalo-wild-wings
820,127,33,Chocolate Fudge Cake,buffalo-wild-wings
170,6,15,Coleslaw,buffalo-wild-wings
550,22,22,Crispy Fish Sandwich,buffalo-wild-wings
630,78,25,Crispy Southwest Dippers,buffalo-wild-wings
590,105,18,Deep-dish Apple Pie,buffalo-wild-wings
8,1,0,Desert Heat® Based on 1/2 tsp,buffalo-wild-wings
280,42,10,French fries,buffalo-wild-wings
280,42,10,French Fries,buffalo-wild-wings
560,84,20,French Fries Basket,buffalo-wild-wings
280,42,10,French Fries Regular,buffalo-wild-wings
280,42,10,French Fries Regular,buffalo-wild-wings
280,42,10,French Fries Regular,buffalo-wild-wings
420,28,30,Garden Salad,buffalo-wild-wings
250,63,5,Gardenburger,buffalo-wild-wings
660,23,39,Grilled Blackened Chicken Salad,buffalo-wild-wings
380,44,9,Grilled Chicken Buffalitos,buffalo-wild-wings
640,20,38,Grilled Chicken Salad,buffalo-wild-wings
470,50,7,Grilled Chicken Sandwich,buffalo-wild-wings
70,18,0,Honey BBQ,buffalo-wild-wings
890,51,57,Honey BBQ Bacon Burger,buffalo-wild-wings
530,42,18,Honey BBQ Bacon Chicken Sandwich,buffalo-wild-wings
813,71,32,Honey BBQ Chicken Flatbread,buffalo-wild-wings
773,87,38,Honey BBQ Chicken Salad,buffalo-wild-wings
80,6,6,Honey Mustard,buffalo-wild-wings
50,2,4,Hot,buffalo-wild-wings
40,6,2,Hot BBQ,buffalo-wild-wings
530,56,10,Jerk Chicken Sandwich,buffalo-wild-wings
400,20,26,Kids Cheeseburger Slammer,buffalo-wild-wings
210,33,8,Kids’ Ice Cream,buffalo-wild-wings
380,49,13,Macaroni & Cheese,buffalo-wild-wings
80,20,0,Mango Habanera,buffalo-wild-wings
40,2,4,Medium,buffalo-wild-wings
50,2,5,Mild,buffalo-wild-wings
713,49,24,Mini Corn Dogs,buffalo-wild-wings
357,25,12,Mini Corn Dogs (5),buffalo-wild-wings
560,52,22,Mozzarella Sticks,buffalo-wild-wings
130,17,6,Naked Tenders (3),buffalo-wild-wings
260,34,12,Naked Tenders (6 each),buffalo-wild-wings
43,6,2,Naked Tenders (each ),buffalo-wild-wings
600,68,14,Naked Tenders Wrap,buffalo-wild-wings
460,47,28,New York Cheesecake,buffalo-wild-wings
1100,130,55,Onion Rings Basket,buffalo-wild-wings
460,52,26,Onion Rings Regular,buffalo-wild-wings
460,52,26,Onion Rings Regular,buffalo-wild-wings
120,2,12,Parmesan Garlic,buffalo-wild-wings
863,55,44,Parmesan Garlic Flatbread,buffalo-wild-wings
90,2,9,Pepper Infusion ®,buffalo-wild-wings
820,70,36,Popcorn Shrimp & Fish,buffalo-wild-wings
560,79,28,Potato Wedges Basket,buffalo-wild-wings
780,81,46,Potato Wedges Basket with cheese,buffalo-wild-wings
280,40,14,Potato Wedges Regular,buffalo-wild-wings
280,40,14,Potato Wedges Regular,buffalo-wild-wings
390,41,23,Potato Wedges Regular with cheese,buffalo-wild-wings
570,61,25,Pulled Pork Sandwich,buffalo-wild-wings
1167,105,51,Pulled Pork Slammers,buffalo-wild-wings
862,92,40,Queso Chili Fries,buffalo-wild-wings
1960,88,126,Ribs & Boneless Wings,buffalo-wild-wings
1860,112,118,Ribs & Chicken Tenders,buffalo-wild-wings
2380,88,158,Ribs & More Ribs,buffalo-wild-wings
1480,84,92,Ribs & Popcorn Shrimp,buffalo-wild-wings
1860,74,124,Ribs & Traditional Wings,buffalo-wild-wings
360,44,18,Roasted Garlic Mushrooms,buffalo-wild-wings
210,14,15,Side Salad,buffalo-wild-wings
210,14,15,Side Salad,buffalo-wild-wings
490,73,7,Southwest Chicken Queso Wrap,buffalo-wild-wings
50,4,4,Spicy garlic,buffalo-wild-wings
40,8,0,Sweet BBQ,buffalo-wild-wings
70,14,0,Teriyaki,buffalo-wild-wings
1520,128,76,The Sampler,buffalo-wild-wings
250,23,15,Tortilla chips and salsa,buffalo-wild-wings
250,23,15,Tortilla chips and salsa,buffalo-wild-wings
384,1,28,Traditional Wings (4),buffalo-wild-wings
960,108,52,Ultimate Nachos,buffalo-wild-wings
1120,108,52,Ultimate Nachos With Chicken,buffalo-wild-wings
50,4,4,Wild®,buffalo-wild-wings
72,0,5,Wings (each),buffalo-wild-wings
730,49,47,American Original Chicken Sandwich,burger-king
330,28,16,Bacon Cheeseburger,burger-king
420,34,25,"Bacon, Egg & Cheese Biscuit",burger-king
400,39,20,Biscuit – w/ Chicken Fritter (Chicken Biscuit),burger-king
680,76,35,Biscuits (2) & Sausage Gravy Platter,burger-king
650,50,38,Biscuit‐ w/ Breakfast Steak (Country Fried Steak),burger-king
470,33,26,Biscuit‐ w/ Country Ham (1 sl) & Egg and Cheese,burger-king
590,57,31,BK Big Fish® Sandwich,burger-king
410,53,12,BK Big Fish® Sandwich w/o Tartar Sauce,burger-king
420,30,26,BK Toppers™ Deluxe Cheeseburger,burger-king
410,27,27,BK Toppers™ Mushroom and Swiss,burger-king
400,39,23,BK Toppers™ Western BBQ Cheeseburger,burger-king
410,44,16,BK Veggie® Burger,burger-king
450,44,20,BK Veggie® Burger  w/ Cheese,burger-king
320,43,7,BK Veggie® Burger  w/o Mayo,burger-king
500,32,29,BK® Chicken Fries (12 pc),burger-king
250,16,15,BK® Chicken Fries (6 pc),burger-king
380,24,22,BK® Chicken Fries (9 pc),burger-king
500,28,31,BK® Double Stacker,burger-king
25,6,0,BK® Fresh Apple Fries,burger-king
240,23,11,BK® Kids Breakfast Muffin Sandwich,burger-king
800,30,55,BK® Quad Stacker,burger-king
380,28,22,BK® Single Stacker,burger-king
650,29,43,BK® Triple Stacker,burger-king
770,41,50,BK®Chef’s Choice Burger,burger-king
290,24,14,BK®Egg and Cheese Muffin,burger-king
540,17,42,BK™ Breakfast Bowl,burger-king
300,24,16,"BK™ Breakfast Burrito ‐ Bacon, Egg, Cheese, & Salsa",burger-king
320,29,17,"BK™ Breakfast Burrito ‐ Potato, Egg, Cheese, & Salsa",burger-king
440,25,29,"BK™ Breakfast Burrito ‐ Sausage, Egg, Cheese & Salsa",burger-king
480,41,23,BK™ Breakfast Ciabatta Club Sandwich,burger-king
810,57,54,BK™ Breakfast Platter,burger-king
1310,134,72,BK™ Ultimate Breakfast Platter,burger-king
530,89,17,Brownie Sundae,burger-king
280,52,6,Caramel Sundae,burger-king
300,28,14,Cheeseburger,burger-king
380,28,24,Cheesy Bacon BK Wrapper®,burger-king
950,50,55,Chicken Tenders® (20 pc),burger-king
190,10,11,Chicken Tenders® (4 pc),burger-king
290,15,17,Chicken Tenders® (6 pc),burger-king
380,20,22,Chicken Tenders® (8 pc),burger-king
440,35,28,Chicken Tenders® Sandwich,burger-king
330,47,15,Chocolate Chip Cookies (2),burger-king
280,50,7,Chocolate Fudge Sundae,burger-king
420,81,8,Chocolate Milk Shake,burger-king
690,121,18,Chocolate Milk Shake,burger-king
900,163,21,Chocolate Milk Shake,burger-king
400,52,18,Cini‐minis (4 minis),burger-king
810,78,42,Country Pork Sandwich,burger-king
360,26,19,"Croissan’wich® Bacon, Egg & Cheese",burger-king
320,26,16,Croissan’wich® Egg & Cheese,burger-king
350,27,17,"Croissan’wich® Ham, Egg & Cheese",burger-king
380,26,24,Croissan’wich® Sausage & Cheese,burger-king
490,27,31,"Croissan’wich® Sausage, Egg & Cheese",burger-king
490,29,29,Double Bacon Cheeseburger,burger-king
450,29,26,Double Cheeseburger,burger-king
440,27,25,"Double Croissan’wich™ w/ Bacon, Egg, & Cheese",burger-king
440,28,24,"Double Croissan’wich™ w/ Ham, Bacon, Egg, & Cheese",burger-king
570,28,35,"Double Croissan’wich™ w/ Ham, Sausage, Egg, & Cheese",burger-king
570,28,37,"Double Croissan’wich™ w/ Sausage, Bacon, Egg, & Cheese",burger-king
700,29,49,"Double Croissan’wich™ w/ Sausage, Egg, & Cheese",burger-king
360,28,18,Double Hamburger,burger-king
900,51,57,Double Whopper® Sandwich,burger-king
740,51,39,Double Whopper® Sandwich w/o Mayo,burger-king
990,53,65,Double Whopper® Sandwich with Cheese,burger-king
830,53,47,Double Whopper® Sandwich with Cheese w/o Mayo,burger-king
320,46,14,Dutch Apple Pie,burger-king
760,44,44,Enormous Omelet Sandwich,burger-king
110,31,0,Fanta Cherry frozen concentrated beverage,burger-king
140,40,0,Fanta Cherry frozen concentrated beverage,burger-king
540,69,27,French Fries – large (Salted),burger-king
440,56,22,French Fries – medium (Salted),burger-king
340,44,17,French Fries – small (Salted),burger-king
220,28,11,French Fries – value (Salted),burger-king
230,29,11,French Toast Sticks (3 piece),burger-king
380,49,18,French Toast Sticks (5 piece),burger-king
550,79,22,French Toast Sticks Platter w/ Bacon & Breakfast Syrup,burger-king
670,80,33,French Toast Sticks Platter w/ Sausage & Breakfast Syrup,burger-king
130,6,8,Garden Salad (no chicken),burger-king
60,9,2,Garlic Parmesan Croutons,burger-king
420,33,22,"Ham, Egg, & Cheese Biscuit",burger-king
260,28,10,Hamburger,burger-king
670,65,44,Hash Browns – large,burger-king
500,48,33,Hash Browns – medium,burger-king
250,24,16,Hash Browns – small,burger-king
300,31,18,Hershey®’s Sundae Pie,burger-king
520,50,22,Italian Original Chicken Sandiwch,burger-king
210,4,21,Ken’s® Creamy Caesar Dressing (2 oz),burger-king
60,15,0,Ken’s® Fat Free Ranch Dressing (2 oz),burger-king
270,15,23,Ken’s® Honey Mustard Dressing (2 oz),burger-king
120,5,11,Ken’s® Light Italian Dressing (2 oz),burger-king
190,2,20,Ken’s® Ranch Dressing (2 oz),burger-king
45,10,0.5,Low Fat Caramel Sauce,burger-king
390,57,15,Mini Blueberry Biscuits with icing (4pc),burger-king
450,76,13,Mini M & M® Sundae,burger-king
50,13,0,Motts’® Harvest Plus Applesauce,burger-king
280,24,15,Mozzarella Sticks (4 pc),burger-king
530,52,23,Mustard Whopper® Sandwich,burger-king
310,46,13,Oatmeal Raisin Cookies (2),burger-king
490,57,26,Onion Rings – large,burger-king
400,47,21,Onion Rings – medium,burger-king
310,36,17,Onion Rings – small,burger-king
150,17,8,Onion Rings – value,burger-king
440,77,12,Oreo® Sundae,burger-king
690,48,43,Original Chicken Club Sandwich,burger-king
630,46,39,Original Chicken Sandwich,burger-king
420,46,16,Original Chicken Sandwich w/o Mayo,burger-king
670,78,34,Pancake Platter w/ Sausage & 1 oz Breakfast Syrup,burger-king
500,77,19,Pancakes (3) and 1 oz breakfast syrup,burger-king
280,54,5,Peach Granola Sundae,burger-king
270,55,4,Quaker® Oatmeal Maple and Brown Sugar Flavor,burger-king
140,23,3.5,Quaker® Oatmeal Original,burger-king
350,37,17,Rodeo Cheeseburger,burger-king
420,32,27,Sausage Biscuit,burger-king
570,34,37,"Sausage, Egg, & Cheese Biscuit",burger-king
700,56,42,"Scrambled Egg Platter w/ Bacon (Scrambled Eggs, Biscuit, Hashbrowns, Bacon Slices)",burger-king
810,57,53,"Scrambled Egg Platter w/ Sausage (Scrambled Eggs, Biscuit, Hashbrowns, Sausage Patty)",burger-king
160,3,12,Side of Eggs,burger-king
90,12,3.5,Side of Southwest Potatoes,burger-king
40,2,2,Side Salad,burger-king
160,27,4,Soft Serve Cone,burger-king
140,23,4,Soft Serve Cup,burger-king
460,34,30,Spicy Chick’n Crisp® Sandwich,burger-king
300,35,12,Spicy Chick’n Crisp® Sandwich w/o Mayo,burger-king
360,32,19,Spicy Chicken BK Wrapper™,burger-king
360,66,7,Strawberry Milk Shake,burger-king
610,102,17,Strawberry Milk Shake,burger-king
780,134,20,Strawberry Milk Shake,burger-king
190,35,4,Strawberry Sundae,burger-king
300,35,16,Strawberry Swirl Cheesecake,burger-king
330,18,23,Tacos (2),burger-king
470,26,26,Tendercrisp® Chicken Garden Salad,burger-king
750,58,45,Tendercrisp® Chicken Sandwich,burger-king
540,57,21,Tendercrisp® Chicken Sandwich w/o Mayo,burger-king
470,40,18,Tendergrill® Chicken Sandwich,burger-king
360,40,7,Tendergrill® Chicken Sandwich w/o Mayo,burger-king
290,8,12,Tendergrill™ Chicken Garden Salad,burger-king
1040,50,69,Texas Double Whopper® Sandwich,burger-king
1270,50,86,Texas Triple Whopper® Sandwich,burger-king
800,50,51,Texas Whopper® Sandwich,burger-king
1140,51,75,Triple Whopper® Sandwich,burger-king
980,51,57,Triple Whopper® Sandwich w/o Mayo,burger-king
1230,53,82,Triple Whopper® Sandwich With Cheese,burger-king
1070,53,64,Triple Whopper® Sandwich With Cheese w/o Mayo,burger-king
90,22,0,Vanilla Icing,burger-king
400,75,7,Vanilla Milk Shake,burger-king
660,114,17,Vanilla Milk Shake,burger-king
850,152,20,Vanilla Milk Shake,burger-king
340,44,18,White Chocolate Macadamia Nut Cookies (2),burger-king
340,28,19,Whopper JR.® Sandwich,burger-king
260,28,10,Whopper JR.® Sandwich w/o Mayo,burger-king
380,29,23,Whopper JR.® Sandwich with Cheese,burger-king
300,660,14,Whopper JR.® Sandwich with Cheese w/o Mayo,burger-king
670,51,40,Whopper® Sandwich,burger-king
510,51,23,Whopper® Sandwich w/o Mayo,burger-king
